feat	req_type	req_value
Spell Bluff	skill	Spellcraft 5 ranks
Spell Chain	feat	Spell Penetration
Spell Denial	feat	Con
Spell Denial	feat	Dex
Spell Denial	other	or Wis 13
Spell Drinker	ability	Con 13
Spell Drinker	feat	Great Fortitude
Spell Drinker	feat	Iron Will
Spell Drinker	other	or Lightning Reflexes
Spell Hex	feat	Major hex class feature
Spell Mastery	level	1st-level wizard
Spell Perfection	skill	Spellcraft 15 ranks
Spell Perfection	other	at least three metamagic feats
Spell Praxis	feat	Scribe Scroll
Spell Praxis	feat	Scribe Spell Equation
Spell Praxis	other	aphorite
Spell Praxis	caster_level	caster level 5th
Spell Praxis	other	crystalline dust racial trait
Spell Specialization	ability	Int 13
Spell Specialization	feat	Spell Focus
Spell Sponge	feat	Animal companion or familiar
Spell Sponge	other	share spells ability
Spell Synergy	skill	Spellcraft 5 ranks
Spell Trick	feat	Masterful tricks class feature
Spell Trick	level	ability to cast 4th-level mesmerist spells
Spellcut	ability	Str 13
Spellcut	feat	Cut from the Air
Spellcut	feat	Power Attack
Spellcut	bab	base attack bonus +9
Spellcut	skill	Spellcraft 1 rank
Spellcut	other	weapon training class feature with a melee weapon
Spellmirror	ability	Cha 13
Spellmirror	level	character level 6th
Spellmirror	other	ghoran
Spellmirror	other	spelleater racial trait
Spellsong	ability	Cha 13
Spellsong	other	bardic performance class ability
Spellsong	level	able to cast 1st-level spells
Spider Climber	level	Character level 3rd
Spider Climber	other	drow
Spider Step	skill	Acrobatics 6 ranks
Spider Step	skill	Climb 6 ranks
Spider Step	level	monk level 6th
Spider Summoner	feat	Ability to cast summon monster or summon nature’s ally spells
Spider Summoner	other	drow
Spirit Ally	caster_level	Caster Level 8th
Spirit Beacon	ability	Wis 15
Spirit Beacon	feat	Iron Will
Spirit Focus	feat	Spirit bonus class feature
Spirit Oni Master	skill	Knowledge (planes) 3 ranks
Spirit Oni Master	feat	Lawful neutral
Spirit Oni Master	other	lawful evil
Spirit Oni Master	other	or neutral evil
Spirit Rebuke	ability	Wis 17
Spirit Rebuke	feat	Iron Will
Spirit Rebuke	feat	Spirit Beacon
Spirit Rebuke	skill	Diplomacy 5 ranks or Intimidate 5 ranks
Spirit Sense	feat	Psychic Sensitivity or ability to cast psychic spells
Spirit Sight	ability	Wis 15
Spirit Sight	feat	Iron Will
Spirit Sight	feat	Spirit Beacon
Spirit Speaker	ability	Cha 13
Spirit Speaker	ability	Con 13
Spirit Speaker	feat	Absorb Spirit
Spirit Speaker	skill	Diplomacy 5 ranks
Spirit Speaker	other	must have died at least once or been possessed by an undead creature
Spirit Strike	skill	Knowledge (religion) 5 ranks
Spirit Strike	other	ability to turn undead
Spirit Strike	other	at least one favored enemy
Spirit Symbiosis	feat	Ability to cast speak with dead
Spirit Symbiosis	other	phantom class feature
Spirit Talker	feat	Hex class feature
Spirit Talker	level	shaman level 6th or witch level 6th
Spirit Vision	feat	Magic jar as a known spell or spell-like ability
Spirit Vision	ability	Wis 15
Spirit of the River	feat	Aquatic subtype
Spirit of the River	skill	Knowledge (nature) 1 rank
Spirit of the Wild	feat	Attuned to the Wild
Spirit of the Wild	feat	Guardian of the Wild
Spirit of the Wild	other	elf
Spiritual Balance	feat	Ki pool class feature
Spiritual Balance	other	still mind class feature
Spiritual Guardian	feat	Ability to cast spiritual weapon or spiritual ally
Spiritual Guardian	other	spirit magic class feature
Splintering Weapon	bab	Base attack bonus +1
Splintering Weapon	other	proficient with weapon
Splintering Weapon	other	weapon made of primitive material
Split Hex	level	Witch level 10th
Split Major Hex	feat	Split hex
Split Major Hex	caster_level	caster level 18th
Split Trick	feat	Mesmerist trick class feature
Spontaneous Metafocus	ability	Cha 13
Spontaneous Metafocus	other	one metamagic feat
Spontaneous Metafocus	other	able to spontaneously cast spells
Sprinting Troll	feat	Fleet
Sprinting Troll	other	regeneration
Sprinting Troll	other	troll
Sproutling	ability	Cha 15
Sproutling	other	seed racial trait
Sproutling	other	ghoran
Squire	level	Character level 4th
Squire	other	proficient with all martial weapons
Stable Gallop	feat	Animal or magical beast
Stalwart	feat	Diehard
Stalwart	feat	Endurance
Stalwart	bab	base attack bonus +4
Starlight Summons	feat	Spell Focus (conjuration)
Starlight Summons	other	able to cast summon nature’s ally
Startling Shapechanger	feat	Dazzling Display
Startling Shapechanger	other	change shape ability
Startling Shapechanger	other	shapechanger subtype
Steadfast Mind	ability	Cha 15
Steadfast Mind	ability	Int 15
Steadfast Mind	other	or Wis 15 (see special)
Steam Caster	feat	Undine
Steel Soul	feat	Dwarf
Steel Soul	other	hardy racial trait
Steelskin Channel	feat	Channel energy 7d6
Steelskin Channel	other	worshiper of Torag
Stellar Wanderer	level	Character level 15
Stellar Wanderer	skill	Knowledge (planes) 10 ranks
Step of the Flighty Fey	feat	Gathlain
Step of the Flighty Fey	other	feather stepAPG spell-like ability
Stoic Pose	feat	Svirfneblin
Stoic	feat	Iron Will
Stone Awareness	ability	Wis 13
Stone Awareness	skill	Perception 10 ranks
Stone Awareness	other	stone giant
Stone Clinger	feat	Roper
Stone Cover	ability	Wis 15
Stone Cover	feat	Stone Shroud
Stone Cover	skill	Stealth 6 ranks
Stone Cover	other	dwarf
Stone Cover	other	stonecunning racial trait
Stone Magic	ability	Cha 17
Stone Magic	other	stone giant elder (age 700 years or older)
Stone Read	skill	Knowledge (dungeoneering) 4 ranks
Stone Sense	feat	Improved Stonecunning
Stone Sense	skill	Perception 10 ranks
Stone Shroud	ability	Wis 13
Stone Shroud	skill	Stealth 1 rank
Stone Shroud	other	dwarf
Stone Shroud	other	stonecunning racial trait
Stone Singer	ability	Cha 13
Stone Singer	other	bardic performance class feature
Stone Singer	other	dwarf
Stone Soul	feat	Stone giant
Stone Strider	feat	Stonecunning racial trait
Stone Strider	other	worshiper of Torag
Stone to Flesh Savant	level	Paladin level 12th
Stone to Flesh Savant	other	lay on hands class feature
Stone to Flesh Savant	other	mercy class feature
Stone-Faced	feat	Dwarf
Stony Step	feat	Oread
Storm Soul	feat	Cloud or storm giant
Storm Survivor	skill	Knowledge (nature) 2 ranks
Storm Survivor	skill	Survival 2 ranks
Storm Warrior	feat	Storm Soul
Storm Warrior	other	cloud or storm giant
Stormstruck Shambler	feat	Shambling mound
Stormstruck Shambler	other	must have been struck by lightning
Stouthearted	feat	Raging song class feature
Strange Yield	skill	Craft (alchemy) 5 ranks
Strange Yield	other	gathlain
Strange Yield	other	racial fly speed
Strangler	feat	Exotic Weapon Proficiency (lasso)
Strangler	feat	Weapon Focus (lasso)
Strength in Defeat	bab	Base attack bonus +1
Strength in Defeat	other	darkborn half-elf
Strength of Obligation	feat	Must be devoted to the philosophy of Pao- Lung and not worship any deities
Strength of Wood	ability	Con 13
Strength of Wood	other	gathlain
Strength of the Diamond	ability	Con 13
Strength of the Diamond	ability	Wisdom 13
Strength of the Diamond	level	character level 3rd
Strength of the Diamond	other	member of the Diamond Regiment
Stretched Wings	ability	Str 13
Stretched Wings	feat	Skill Focus (Fly)
Stretched Wings	other	strix
Stretched Wings	other	wing-clipped racial trait
Strong Implement Link	feat	Implements class feature
Strongarm	feat	Intimidating Prowess
Strongarm	other	member of the Lumber Consortium
Stubborn Curse	feat	Ability to cast a spell or spell-like ability with the curseUM descriptor
Stubborn Curse	other	or a special ability with a curse effect
Student of Sulunai	feat	Aasimar
Studied Combatant	ability	Int 13
Studied Combatant	feat	Amateur Investigator
Studied Combatant	bab	base attack bonus +6
Studied Combatant	skill	1 rank in at least one Knowledge skill
Studied Combatant	level	no levels in a class that has the inspiration class feature
Studied Expertise	feat	Inspirational expertise investigator talentACG
Stunning Croak	feat	Sonic Croak
Stunning Croak	feat	Throat Pouch
Stunning Croak	other	boggard
Stunning Croak	other	terrifying croak
Stylized Spell Mastery	feat	Spell Mastery
Stylized Spell Mastery	feat	Stylized SpellUI
Stylized Spell Mastery	skill	Bluff 5 ranks
Stylized Spell Mastery	skill	Spellcraft 5 ranks
Stylized Spell	skill	Bluff 5 ranks
Stylized Spell	skill	Spellcraft 5 ranks
Stylized Spontaneity	skill	Bluff 5 ranks
Stylized Spontaneity	skill	Spellcraft 5 ranks
Subconscious Ursurpation	feat	Base Will save bonus +2
Subjective Mobility	ability	Wis 13
Subtle Devices	feat	Stealthy
Subtle Enchantments	feat	Deceitful
Subtle Enchantments	feat	Spell Focus (enchantment)
Subtle Poisoner	skill	Sleight of Hand 5 ranks
Suffocating Strangulation	feat	Improved grab
Suffocating Strangulation	other	constrict
Summon Evil Monster	feat	Evil alignment
Summon Good Monster	feat	Good alignment
Summon Guardian Spirit	feat	Ability to cast summon monster III or summon nature’s ally III
Summon Neutral Monster	feat	Chaotic neutral
Summon Neutral Monster	other	lawful neutral
Summon Neutral Monster	other	or neutral alignment
Summon Plant Ally	skill	Knowledge (nature) 1 rank
Summon Plant Ally	other	ability to cast summon nature’s ally spells
Sunblade	feat	Word of HealingUM
Sunblade	level	paladin level 5th
Sunblade	other	worshiper of a deity that grants the Fire or Sun domain
Sunlight Summons	feat	Spell Focus (conjuration)
Sunlight Summons	other	able to cast summon nature’s ally
Sunlit Strike	feat	Arcane Strike
Sunlit Strike	other	able to prepare or cast daylight
Superintendent	feat	Own at least one room
Superior Gathlain Magic	ability	Cha 17
Superior Gathlain Magic	feat	Advanced Gathlain Magic
Superior Gathlain Magic	feat	Greater Gathlain Magic
Superior Gathlain Magic	level	character level 15th
Superior Gathlain Magic	other	gathlain
Superior Scryer	feat	Spell Focus (divination)
Superior Scryer	other	the ability to cast at least one spell of the scrying subschool
Superior Summoning	feat	Augment Summoning
Superior Summoning	caster_level	caster level 3rd
Supernal Feast	ability	Con 15
Supernal Feast	other	aasimar
Supernatural Tracker	skill	Survival 1 rank
Supernatural Tracker	other	ability to cast a detect spell
Suppress Blight	feat	Great Fortitude
Suppress Blight	feat	Iron Will
Sure Grasp	skill	Climb 1 rank
Sure and Fleet	feat	Fleet of foot racial trait
Sure and Fleet	other	halfling
Sure on Ice	feat	Frost giant
Sure-Footed	feat	Quadruped animal or magical beast
Sure-Handed Alchemy	skill	Craft (alchemy) 3 ranks
Surface Scout	feat	Drow
Surface Scout	other	spell-like abilities drow racial trait
Surface Survivor	ability	Con 15
Surface Survivor	other	gillman
Surface Survivor	other	water dependent racial trait
Surge of Success	feat	Human
Surprise Maneuver	feat	Combat Expertise
Surprise Maneuver	other	sneak attack +3d6 or studied strike +3d6
Survivor	ability	Con 13
Survivor	feat	Diehard
Survivor	feat	Endurance
Swamp Dweller	ability	Str 13
Swamp Dweller	other	must have visited the Hao Jin Tapestry
Swamper	feat	Favored terrain (swamp) class feature
Swap Trick	feat	Mesmerist tricks class feature
Swarm Dodger	ability	Dex 15
Swarm Dodger	other	evasion
Swift Crystalline Dust	feat	Aphorite
Swift Crystalline Dust	other	crystalline dust racial trait
Swift Kitsune Shapechanger	ability	Dex 13
Swift Kitsune Shapechanger	bab	base attack bonus +6
Swift Kitsune Shapechanger	other	kitsune
Swift Swimmer	feat	Lizardfolk
Swift Swimmer	other	swim speed
Swing About	feat	Escape RouteUC
Symbiotic Resilience	ability	Con 13
Symbiotic Resilience	other	gathlain
Symbolic Mastery	skill	Use Magic Device 4 ranks
Symbolic Mastery	other	base Fortitude saving throw bonus +2
Tag-Team Interrogation	feat	Intimidating Prowess or Persuasive
Tag-Team Interrogation	skill	Diplomacy 1 rank
Tag-Team Interrogation	skill	Intimidate 1 rank
Tail Maneuvers	feat	Dragon creature type
Tail Maneuvers	other	tail attack
Take the Hit	feat	Bonded Mind
Take the Hit	bab	base attack bonus +6
Taldan Conscript	feat	Taldan serf in service to a lord
Taldan Knight	bab	Base attack bonus +6
Taldan Knight	other	heavy armor proficiency
Taldan Knight	other	proficient in a martial weapon
Taldan Squire	bab	Base attack bonus +1
Taldan Squire	other	proficient in a martial weapon
Talented Magician	feat	Major magic rogue talent
Talented Magician	other	minor magic rogue talent
Tantrum	skill	Bluff 1 rank
Tantrum	other	rage class feature
Tantrum	other	gnome
Tapestry Traveler	level	Character level 5th
Targeted Blow	ability	Str 13
Targeted Blow	feat	Power Attack
Targeted Blow	bab	base attack bonus +9
Targeted Blow	other	weapon training class feature with a melee weapon
Tattoo Attunement	feat	Inscribe Magical TattooISM or Varisian TattooISWG
Tattoo Attunement	skill	Spellcraft 5 ranks
Tattoo Conversion	feat	Inscribe Magical TattooISM or Varisian TattooISWG
Tattoo Conversion	feat	Tattoo Attunement
Tattoo Conversion	skill	Spellcraft 15 ranks
Tattoo Conversion	other	ability to cast control summoned creatureUM
Tattoo Transformation	feat	Inscribe Magical TattooISM or Varisian TattooISWG
Tattoo Transformation	feat	Tattoo Attunement
Tattoo Transformation	skill	Spellcraft 9 ranks
Taunt	ability	Cha 13
Taunt	feat	Small size or smaller
Tavern Regular	ability	Cha 14
Team Pickpocketing	skill	Bluff 1 rank
Team Pickpocketing	skill	Sleight of Hand 1 rank
Technophobe	feat	Improved Sunder
Telepathic Distraction	ability	Cha 15
Telepathic Distraction	other	serpentfolk
Telepathic Link	feat	Must have a familiar with the speak with master ability
Telepathy Tap	skill	Sense Motive 10 ranks
Telepathy Tap	other	ability to cast detect thoughts or telepathyOA as a spell or spell-like ability or telepathy supernatural ability
Teleport Sense	ability	Wis 13
Teleport Sense	feat	Mendev affinity
Teleportation Mastery	skill	Use Magic Device 4 ranks
Teleportation Mastery	other	base Fortitude save bonus +6
Tempting Bargain	level	Unchained summoner level 1st
Tempting Bargain	other	eidolon class feature
Tenacious Hunter	skill	Perception 3 ranks
Tenacious Hunter	skill	Stealth 3 ranks
Tenacious Hunter	other	animal companion
Tenacious Survivor	ability	Con 13
Tenacious Survivor	feat	Diehard
Tenacious Survivor	feat	Endurance
Tenacious Survivor	other	half-orc or orc
Tenacious Transmutation	feat	Spell Focus (transmutation)
Tengu Raven Form	feat	Tengu Wings
Tengu Raven Form	level	character level 7th
Tengu Raven Form	other	tengu
Tengu Wings	level	Character level 5th
Tengu Wings	other	tengu
Terrain Celerity	feat	Favored enemy class feature
Terrain Celerity	other	favored terrain class feature
Terrifying Assassination	feat	AssassinateUC ninja master trick
Terrifying Assassination	other	assassinate slayerACG advanced talent
Terrifying Assassination	other	or death attack
Terrifying Mask	ability	Cha 13
Terrifying Mask	feat	Monstrous Mask
Terrifying Mask	other	tiefling
Terrifying Strike	feat	Despair special ability
Terrifying Strike	other	mummy
Thanatopic Spell	skill	Knowledge (religion) 6 ranks
Thanatopic Spell	feat	Spell Focus (necromancy)
Theurgy	ability	Wis 13
Theurgy	feat	Int or Cha 13
Theurgy	level	able to cast 1st-level arcane spells
Theurgy	level	able to cast 1st-level divine spells
Thicket Channel	feat	Channel energy 7d6
Thicket Channel	other	worshiper of Erastil
Third Eye	feat	Psychic Sensitivity or ability to cast psychic spells
Thoughtful Discernment	feat	Discern lies class feature
Threatening Illusion	feat	Spell Focus (illusion)
Threatening Illusion	feat	Gnome
Threatening Negotiator	feat	Nerve-Racking Negotiator
Threatening Negotiator	feat	Persuasive
Threatening Negotiator	feat	Skill Focus (Intimidate)
Threnodic Spell	skill	Knowledge (religion) 6 ranks
Threnodic Spell	feat	Spell Focus (necromancy)
Thrill of the Kill	feat	Half-orc or orc
Thrill of the Kill	other	rage class feature
Throat Pouch	feat	Boggard
Throat Pouch	other	terrifying croak
Thrune Trusted Agent	feat	Thrune Loyal Agent trait
Thuvian Grenadier	feat	Precise Shot or Throw Anything
Tool Optimizer	skill	Craft (any) 1 rank
Tool Optimizer	skill	Disable Device 1 rank
Tool Optimizer	skill	or Profession (any) 1 rank
Torchbearer	level	Character level 5th
Torrid Tolerance	feat	Desert Dweller or Jungle Survivalist
Totem Beast	ability	Wis 13
Totem Beast	other	animal companion class feature
